"['1', '2', 20, 'U', 1, 600.5]"
"['2', '2', 20, 'S', 1, 314.0, '0', '1', '1', '1']"
"['3', '2', 20, 'U', 1, 446.5]"
"['4', '2', 20, 'S', 1, 169.75, '1']"
"['5', '2', 20, 'S', 1, 114.25, '0', '0', '1', '1']"
"['6', '2', 20, 'S', 1, 508.0, '1', '1', '0', '1']"
"['7', '2', 20, 'S', 1, 70.25, '0', '0', '1']"
"['8', '2', 20, 'U', 1, 507.5]"
"['9', '2', 20, 'U', 1, 504.25]"
"['10', '2', 20, 'U', 1, 638.5]"
"['11', '2', 32, 'U', 1, 10830.75]"
"['12', '2', 32, 'U', 1, 7883.0]"
"['13', '2', 32, 'S', 1, 1566.0, '1', '0', '0', '0', '1', '0', '1']"
"['14', '2', 32, 'S', 1, 2585.25, '0', '1', '0', '0', '1', '1', '1', '1']"
"['15', '2', 32, 'U', 1, 5486.75]"
"['16', '2', 32, 'U', 1, 7938.25]"
"['17', '2', 32, 'S', 1, 2220.25, '1', '0', '0', '0', '0', '0', '1']"
"['18', '2', 32, 'U', 1, 7033.0]"
"['19', '2', 32, 'S', 1, 1412.5, '0', '1', '0', '0', '0', '1', '1']"
"['20', '2', 32, 'S', 1, 2700.5, '1', '0', '1', '0', '1', '1', '1', '1']"
"['21', '2', 48, 'S', 1, 14974.5, '0', '0', '0', '1', '1', '0', '1', '0', '1', '1', '0', '1']"
"['22', '2', 48, 'S', 1, 726.25, '0', '0', '0', '0', '0', '0', '0', '1', '1', '1']"
"['23', '2', 48, 'U', 1, 29813.75]"
"['24', '2', 48, 'U', 1, 120230.75]"
"['25', '2', 48, 'S', 1, 3224.75, '0', '0', '0', '0', '1', '1', '0', '1', '1', '1', '1']"
"['26', '2', 48, 'U', 1, 130294.0]"
"['27', '2', 48, 'U', 1, 142670.5]"
"['28', '2', 48, 'S', 1, 84569.25, '1', '0', '1', '0', '1', '0', '0', '0', '0', '1', '1', '1']"
"['29', '2', 48, 'U', 1, 90771.75]"
"['30', '2', 48, 'S', 1, 20792.25, '0', '0', '1', '1', '0', '1', '1', '1', '1', '1', '1']"
